,Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,EXPERIENCE,AGE
1004,510000,system engineer,BANGALORE,f,97.12,karnataka secondary education examination board,2007,90.33,department of pre-university education(government of karnataka),1866,2,B.Tech/B.E.,computer engineering,82.84,Karnataka,2011,505,555,555,0.9737,0.3448,0.672,-0.5253,0.3444,3,26
1005,180000,staffing recruiter,NOIDA,m,79.0,icse,2010,78.0,icse,272,2,B.Tech/B.E.,electronics and communication engineering,73.0,Punjab,2014,485,610,575,-2.0262,0.3789,-1.2196,0.3995,0.6721,0,23
1006,145000,technical recruiter,NOIDA,m,68.2,cbse,2010,60.0,cbse,17782,2,B.Tech/B.E.,information technology,72.23,Uttarakhand,2014,440,340,340,-2.1698,-0.1206,0.3174,-0.8682,-0.2859,1,24
1007,410000,java software engineer,UNKNOWN,m,71.2,cbse,2008,60.8,cbse,1622,2,B.Tech/B.E.,computer engineering,72.2,Madhya Pradesh,2012,485,525,515,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194,3,25
1008,315000,software engineer,PUNE,m,75.0,cbse,2009,70.0,cbse,5812,2,B.Tech/B.E.,computer science & engineering,65.0,Rajasthan,2014,640,565,465,-0.0154,0.3789,1.2396,0.5262,0.6721,0,24
1009,450000,software engineer,BANGALORE,m,93.94,education board of kerala,2007,81.4,cbse,835,2,B.Tech/B.E.,computer engineering,72.44,Kerala,2011,635,605,535,0.2009,0.3448,0.2366,-1.3478,-0.2875,3,26
1010,145000,assistant programmer,UNKNOWN,m,59.57,state board,2007,55.0,state board,272,2,M.Tech./M.E.,computer science & engineering,88.0,Punjab,2015,395,540,535,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,2,25
1011,335000,programmer analyst,CHENNAI,f,86.3,state board,2009,71.8,state board,5256,2,B.Tech/B.E.,instrumentation and control engineering,86.3,Orissa,2013,535,485,595,0.2718,1.2114,0.4711,0.1459,1.0554,1,23
1012,225000,quality associate,BANGALORE,m,71.0,icse,2007,62.0,cbse,3427,2,B.Tech/B.E.,electronics and communication engineering,70.0,Orissa,2011,475,385,545,0.51,-0.4353,-0.344,0.2973,-0.1295,1,27
1013,200000,it analyst,GURGAON,f,84.14,cbse,2007,73.61,cbse,48,1,B.Tech/B.E.,computer engineering,76.09,Delhi,2012,445,475,595,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,1,26
1014,350000,system engineer,PUNE,m,80.53,state board,2008,80.5,state board,8743,2,B.Tech/B.E.,information technology,58.61,Maharashtra,2013,645,795,675,-0.4463,1.3779,0.9322,-0.995,0.8637,1,24
1015,200000,sales engineer,NOIDA,m,73.0,cbse,2009,64.0,cbse,9737,2,B.Tech/B.E.,electronics and electrical engineering,61.0,Uttar Pradesh,2014,430,370,450,0.1282,-0.9531,0.1637,0.653,0.2889,1,24
1016,325000,assistant manager,LUDHIANA,m,81.9,cbse,2008,72.0,cbse,272,2,B.Tech/B.E.,information technology,71.9,Punjab,2012,465,415,485,-1.308,-0.4536,0.01,0.1459,-1.0524,2,25
1017,120000,web developer,DELHI,m,63.6,cbse,2010,53.6,cbse,14720,2,B.Tech/B.E.,computer science & engineering,60.0,Uttar Pradesh,2014,545,395,465,1.1336,1.2114,0.7785,-0.3612,0.6721,0,23
1018,500000,software engineer,HYDERABAD,m,72.5,cbse,2004,72.4,cbse,1699,2,MCA,computer application,77.43,Andhra Pradesh,2010,505,615,605,0.3555,-1.5273,0.8171,2.2949,0.6603,4,29
1019,385000,software developer,MUMBAI,f,84.0,cbse,2008,79.0,cbse,5904,2,B.Tech/B.E.,computer engineering,75.99,Uttar Pradesh,2012,485,415,615,-0.4173,0.5008,0.5269,0.1798,-0.1295,3,25
1020,320000,java developer,PUNE,m,66.16,up board,2008,58.4,up board,7627,2,B.Tech/B.E.,information technology,65.9,Uttar Pradesh,2013,575,505,565,1.9011,0.2668,0.3817,-0.9953,0.3444,1,23
1021,360000,java software engineer,BANGALORE,m,81.6,cbse,2007,74.6,cbse,3801,2,B.Tech/B.E.,information technology,77.1,Karnataka,2012,455,565,404,-0.1082,0.8518,-0.1626,-0.7603,-0.2875,2,26
1022,120000,web developer,HYDERABAD,f,59.0,state board,2007,69.0,state board,5015,2,MCA,computer application,74.0,Andhra Pradesh,2014,275,415,310,0.5591,0.2124,0.3174,0.5262,-0.2859,1,25
1023,325000,system engineer,UNKNOWN,f,86.5,cbse,2008,63.4,cbse,13128,2,B.Tech/B.E.,information technology,68.89,Delhi,2013,405,450,500,0.1282,-0.6201,-0.7585,-0.4879,0.0973,0,25
1024,240000,asp.net developer,BANGALORE,m,68.0,cbse,2008,61.0,cbse,272,2,B.Tech/B.E.,computer engineering,55.0,Punjab,2012,435,545,455,0.0464,1.2028,1.2525,0.8848,1.2923,2,25
1025,110000,quality controller,PUNE,m,72.0,cbse,2009,60.0,cbse,221,2,B.Tech/B.E.,electronics engineering,62.5,Maharashtra,2013,560,370,370,0.2718,0.3789,0.1637,-0.8682,-0.6692,0,24
1026,300000,business analyst,GURGAON,f,72.0,cbse,2010,60.0,cbse,75,2,B.Tech/B.E.,computer science & engineering,72.5,Uttar Pradesh,2014,500,360,510,0.8463,1.7109,1.2396,-1.3753,1.4386,0,22
1027,220000,customer service representative,HYDERABAD,f,83.5,board of ssc,2009,83.8,board of intermediate,9557,2,B.Tech/B.E.,computer science & engineering,71.7,Telangana,2013,465,470,475,-0.0154,1.0449,-0.1437,-0.4879,0.8637,1,23
1028,415000,system engineer,BANGALORE,m,79.86,kseeb,2008,78.86,dpue,1436,2,B.Tech/B.E.,computer engineering,74.44,Karnataka,2012,375,555,555,1.3215,0.3448,-0.4891,-1.2303,0.3444,2,25
1029,300000,java developer,COIMBATORE,f,93.5,cbse,2008,95.3,cbse,3076,2,B.Tech/B.E.,computer engineering,92.3,Tamil Nadu,2012,415,575,405,-0.5719,1.0858,-0.9245,0.0622299999999999,0.1864,2,25
1030,300000,maintenance engineer,MUZAFFARNAGAR,m,62.5,up board,2007,68.0,up board,75,2,B.Tech/B.E.,electronics and electrical engineering,74.0,Uttar Pradesh,2011,395,285,475,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,4,25
1031,345000,java developer,GURGAON,m,74.8,cbse,2009,68.0,cbse,96,2,B.Tech/B.E.,information technology,69.0,Sikkim,2014,570,395,475,-0.0154,0.8784,-0.7585,0.3995,-0.4776,0,23
1032,515000,senior software developer,MUMBAI,f,84.0,cbse,2006,86.0,cbse,233,2,B.Tech/B.E.,computer engineering,64.0,Maharashtra,2010,535,465,515,-1.8083,-0.2793,-0.344,-0.5253,-1.0774,4,26
1033,120000,client services associate,UNKNOWN,m,57.0,cbse,2009,64.0,nios,13210,2,B.Tech/B.E.,electronics and communication engineering,65.8,Uttar Pradesh,2013,485,495,575,-0.8772,-0.4536,0.6248,0.7798,-0.8608,1,26
1034,400000,graduate engineer trainee,PUNE,m,73.2,cbse,2010,72.0,cbse,2921,2,B.Tech/B.E.,electronics and communication engineering,82.5,West Bengal,2014,640,625,585,-0.0154,0.3789,0.1637,-0.6147,-0.2859,1,23
1035,860000,senior software engineer,BANGALORE,m,60.0,cbse,2005,76.44,cbse,5342,2,B.Tech/B.E.,computer engineering,71.22,Madhya Pradesh,2009,455,535,555,-1.1901,-0.4353,0.8171,0.8848,0.6603,5,28
1036,100000,mis executive,BHOPAL,m,71.4,cbse,2008,78.66,cbse,11143,2,B.Tech/B.E.,computer engineering,68.0,Madhya Pradesh,2012,385,405,465,0.8192,-0.7473,-0.0537,-0.7603,0.3049,3,26
1037,520000,oracle dba,GURGAON,m,69.5,up board,2008,64.4,up board,96,2,MCA,computer application,68.0,Sikkim,2013,435,575,415,0.9737,0.6178,-0.7068,-0.17277,0.3444,3,24
1038,800000,quality analyst,DELHI,m,70.2,cbse,2005,75.6,cbse,13,1,B.Tech/B.E.,information technology,68.93,Delhi,2009,415,525,615,-1.3447,-1.0593,-1.3599,0.8848,-0.9194,5,28
1039,325000,software development engineer,CHENNAI,f,61.0,state board,2010,61.0,state board,1237,2,B.Tech/B.E.,information technology,75.0,Telangana,2014,455,510,500,0.2718,0.2124,0.3174,0.1459,-1.0524,0,23
1040,480000,software developer,PUNE,m,80.93,maharashtra state board pune,2009,79.83,msbte pune,5230,2,B.Tech/B.E.,computer engineering,61.93,Maharashtra,2012,385,445,275,1.3215,0.6568,0.672,-0.0846,-0.9194,2,25
1041,320000,system engineer,BANGALORE,f,82.7,state board,2010,91.0,state board,11788,2,B.Tech/B.E.,computer science & engineering,73.0,Andhra Pradesh,2014,490,435,560,0.4155,1.2114,0.4711,-0.4879,0.2889,1,23
1042,145000,graduate engineer trainee,GAGRET,m,82.3,state board,2011,73.2,state board,17180,2,B.Tech/B.E.,mechanical engineering,71.1,Punjab,2015,545,520,390,-1.5953,-0.9531,-0.2974,-1.2486,-0.6692,0,22
1043,360000,software developer,BANGALORE,m,79.29,icse,2009,68.67,cbse,5298,2,B.Tech/B.E.,computer science & engineering,76.0,Tamil Nadu,2013,545,505,595,0.2718,0.7119,0.3174,-0.1076,1.4386,1,24
1044,500000,game developer,BANGALORE,m,90.4,cbse,2009,97.5,cbse,3076,2,B.Tech/B.E.,electronics and communication engineering,87.1,Tamil Nadu,2012,555,625,595,0.9737,-0.5523,0.925999999999999,0.53233,0.1864,3,25
1045,400000,operations analyst,DELHI,m,80.6,icse,2009,80.7,icse,55,2,B.Tech/B.E.,electronics and communication engineering,72.5,Uttar Pradesh,2014,625,525,635,0.8463,0.8784,1.7007,-0.4879,0.0973,1,24
1046,300000,system engineer,CHENNAI,m,81.5,wbbse,2007,72.0,wbchse,1906,2,B.Tech/B.E.,electrical engineering,75.1,West Bengal,2011,475,585,615,-0.7264,0.6568,-2.2308,-0.5253,0.0284,2,25
1047,400000,software developer,NOIDA,m,90.4,cbse,2010,82.6,cbse,51,2,B.Tech/B.E.,information technology,75.8,Uttar Pradesh,2014,615,520,695,-0.7335,-0.9531,0.6248,0.0192,-1.8189,1,24
1048,200000,digital marketing specialist,"INDIRAPURABOARD, GHAZIABAD",m,84.0,cbse,2010,77.4,cbse,7627,2,B.Tech/B.E.,electronics and instrumentation engineering,72.3,Uttar Pradesh,2014,425,445,505,1.2828,0.1888,-1.3599,2.0599,-0.2875,1,23
1049,800000,software engineer,BANGALORE,f,93.0,cbse,2010,88.0,cbse,222,2,B.Tech/B.E.,computer engineering,81.9,Jharkhand,2014,650,620,765,0.2718,0.5454,-1.2196,-1.5021,-1.244,1,22
1050,145000,software developer,COIMBATORE,m,83.0,cbse,2004,76.0,cbse,1370,2,MCA,computer application,77.0,Tamil Nadu,2011,385,425,435,-1.1901,0.1888,0.9623,-0.1727,-0.7615,2,29
1051,180000,technical recruiter,NOIDA,m,72.0,cbse,2006,71.6,cbse,11025,2,B.Tech/B.E.,computer engineering,62.0,Uttar Pradesh,2011,425,345,365,0.3555,0.5008,-0.344,-0.4078,-0.1295,2,25
1052,370000,software engineer,NOIDA,f,86.6,cbse,2009,84.6,cbse,29,2,B.Tech/B.E.,computer science & engineering,76.08,Delhi,2013,570,580,705,-0.0154,0.2124,-1.527,-2.3895,-0.6692,1,24
1053,350000,systems analyst,CHENNAI,m,79.0,cbse,2007,74.0,cbse,35,1,B.Tech/B.E.,information technology,80.0,Delhi,2012,535,585,705,1.0896,1.2808,-0.1988,-0.4371,0.0284,1,26
1054,235000,it support specialist,MUMBAI,m,62.34,ssc,2008,62.26,msbte,307,2,B.Tech/B.E.,computer engineering,58.35,Maharashtra,2012,435,375,395,0.51,1.1248,0.5269,1.2374,0.8183,1,26
1055,500000,software developer,BANGALORE,m,83.68,state board,2010,84.5,state board,904,2,B.Tech/B.E.,computer science & engineering,72.3,Karnataka,2014,580,605,570,-1.308,-1.7856,-0.6048,1.0333,-2.5853,1,22
1056,300000,principal software engineer,BANGALORE,m,72.0,cbse,2009,61.0,state board,8949,2,B.Tech/B.E.,electronics and communication engineering,66.5,Karnataka,2013,545,545,535,1.5644,1.0449,-1.527,-2.136,0.0973,1,23
1057,125000,web developer,DELHI,m,70.66,state board,2009,69.84,state board,55,2,B.Tech/B.E.,information technology,69.0,Uttar Pradesh,2014,310,410,695,-1.1644,-1.2861,0.6248,1.0333,-1.6273,1,23
1058,500000,technical support engineer,NAVI MUMBAI,m,76.0,maharashtra state board,2008,78.13,maharashtra state board,11546,2,B.Tech/B.E.,computer engineering,55.7,Maharashtra,2012,475,615,675,0.9737,1.7488,-0.1988,-1.9354,-0.1295,2,25
1059,325000,software engineer,BANGALORE,m,60.1,state board,2007,66.4,state board,1887,1,B.Tech/B.E.,computer science & engineering,65.22,Uttar Pradesh,2014,490,455,345,1.7081,1.0449,0.9322,0.2727,1.247,1,24
1060,50000,junior software engineer,NAGPUR,f,77.38,state board,2010,60.83,state board,14437,2,B.Tech/B.E.,computer engineering,61.0,Maharashtra,2014,440,315,295,0.1282,0.7119,-0.2974,0.653,-0.8608,1,22
1061,300000,programmer analyst,KOLKATA,m,88.4,cbse,2009,91.5,cbse,2885,1,B.Tech/B.E.,electronics and communication engineering,75.2,West Bengal,2013,605,485,650,1.1283,1.3198,-0.9245,-1.5828,0.6603,2,24
1062,150000,design engineer,BANGALORE,m,77.7,state board,2010,77.0,state board,7996,2,B.Tech/B.E.,mechanical engineering,67.32,Karnataka,2014,335,340,415,-1.0208,0.0459,0.7785,1.2869,0.6721,1,23
1063,240000,ios developer,UNKNOWN,m,88.8,cbse,2009,84.3,cbse,13344,2,B.Tech/B.E.,computer science & engineering,83.0,Uttar Pradesh,2013,640,680,575,-0.3027,0.2124,-0.1437,0.0192,0.6721,1,24
1064,250000,.net developer,DELHI,m,49.0,cbse,2005,54.0,cbse,75,2,MCA,computer application,71.0,Uttar Pradesh,2011,455,305,355,0.8192,0.1888,-0.344,-0.7603,0.8183,3,28
1065,220000,software developer,JAIPUR,m,68.83,state board,2010,62.0,state board,8310,2,B.Tech/B.E.,computer science & engineering,73.2,Rajasthan,2015,290,385,405,1.2772,0.7119,1.547,-0.1076,1.0554,0,23
1066,300000,software engineer,BANGALORE,m,82.0,cbse,2006,65.0,cbse,115,2,MCA,computer application,66.39,Punjab,2011,515,585,535,-0.5719,1.1248,0.8171,-0.9953,0.1864,0,27
1067,335000,system engineer,CHENNAI,m,85.0,state board,2009,88.3,state board,11000,2,B.Tech/B.E.,electronics and communication engineering,75.52,Telangana,2013,545,655,445,-0.0154,-0.6201,-0.4511,-0.2344,-1.244,1,23
1068,300000,programmer analyst,CHENNAI,m,81.0,state board,2009,81.0,state board,272,2,B.Tech/B.E.,electronics and communication engineering,78.0,Punjab,2014,360,545,635,-0.0154,0.7119,1.547,-0.995,-0.8608,0,23
1069,110000,software developer,GWALIOR,m,69.0,state board,2006,51.3,state board,3313,2,B.Tech/B.E.,information technology,72.0,Madhya Pradesh,2014,430,395,235,-0.0154,-1.2861,0.01,0.2727,-0.4776,1,28
1070,470000,senior mechanical engineer,PUNE,m,87.2,cbse,2006,83.0,cbse,223,2,B.Tech/B.E.,mechanical engineering,63.0,Maharashtra,2010,575,405,554,-2.5811,-1.5273,-0.1988,-1.8179,-1.5513,4,27
1071,330000,assistant system engineer,UNKNOWN,m,94.43,icse,2010,65.2,cbse,14541,1,B.Tech/B.E.,computer science & engineering,61.2,Orissa,2014,780,505,510,0.5591,1.0449,1.3933,-1.2486,0.0973,1,23
1072,400000,databassociate software engineer administrator,PUNE,m,85.53,state board,2010,86.0,state board,3836,2,B.Tech/B.E.,computer science & engineering,63.77,Maharashtra,2014,510,530,560,-0.4463,-0.4536,-0.1437,-0.4879,-1.4356,1,23
1073,350000,programmer analyst,CHENNAI,m,88.09,matriculation,2008,95.6,state board,6609,2,B.Tech/B.E.,electronics and communication engineering,75.6,Tamil Nadu,2012,445,625,495,0.9737,1.1248,-1.3599,-0.52527,-0.643,2,25
1074,305000,business analyst,PUNE,m,73.33,ssc,2008,57.67,hsc,11571,1,B.Tech/B.E.,electronics & telecommunications,55.55,Maharashtra,2012,695,545,705,-1.6538,0.6568,-0.9245,1.3549,0.1864,3,26
1075,350000,programmer analyst,PUNE,m,84.8,mp board,2007,84.0,mp board,547,2,B.Tech/B.E.,computer engineering,73.66,Madhya Pradesh,2011,465,505,595,-0.2628,0.6568,0.672,0.2973,-0.6035,3,25
1076,315000,java software engineer,NOIDA,m,78.0,cbse,2010,84.0,cbse,8116,2,B.Tech/B.E.,computer science & engineering,85.78,Tamil Nadu,2014,325,435,545,-0.4463,0.2124,1.0859,0.2727,-0.6692,1,23
1077,330000,software test engineer,MUMBAI,m,76.0,icse,2010,70.0,icse,172,2,B.Tech/B.E.,information technology,68.0,Uttar Pradesh,2014,625,470,535,0.7027,0.3789,0.1637,-0.6147,-0.0943,1,24
1078,150000,sales executive,BANGALORE,m,83.33,board of secondary education,2008,81.4,board of intermediate education,9481,2,B.Tech/B.E.,electronics and communication engineering,61.92,Tamil Nadu,2012,425,405,495,0.6646,-2.3073,-0.344,1.5899,0.0679,0,25
1079,180000,java software engineer,VISAKHAPATNABOARD,m,76.7,state board,2009,90.1,state board,3913,2,B.Tech/B.E.,computer science & engineering,78.0,Andhra Pradesh,2013,570,555,545,0.2718,0.3789,0.3174,-0.4879,-0.8608,2,24
1080,350000,automation engineer,CHANDIGARH,f,74.2,hbse,2008,65.6,cbse,10185,2,B.Tech/B.E.,information technology,68.66,Haryana,2012,335,525,475,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,2,24
1081,105000,php developer,DELHI,m,73.0,cbse,2009,59.0,state board,6545,2,B.Tech/B.E.,computer science & engineering,59.0,Uttar Pradesh,2014,420,385,400,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,0,24
1082,180000,customer service representative,BANGALORE,m,65.6,cbse,2010,63.2,cbse,3709,2,B.Tech/B.E.,computer science & engineering,75.9,Chhattisgarh,2014,465,350,295,0.8463,0.7119,1.547,-1.2486,0.6721,0,23
1083,400000,assistant professor,DELHI,f,70.0,board of school education harayana,2001,50.0,board of school education harayana,2656,2,B.Tech/B.E.,electronics and communication engineering,75.84,Haryana,2011,355,425,355,-1.8083,0.3448,-1.3599,1.5899,1.2923,3,32
1084,300000,business development executive,PUNE,m,85.73,state board,2008,70.0,state board,11548,2,B.Tech/B.E.,computer science & engineering,56.5,Maharashtra,2014,510,375,585,0.99,1.7109,1.0859,0.1459,0.8637,1,24
1085,600000,senior software developer,UNKNOWN,m,82.0,cbse,2008,91.5,state board,3944,2,B.Tech/B.E.,electronics and communication engineering,81.0,Tamil Nadu,2012,625,585,650,0.0464,0.0328,-0.7068,-0.1727,-0.2875,2,25
1086,210000,data analyst,HYDERABAD,m,72.4,secondary school cerfificate,2005,67.9,board of intermediate,11168,2,MCA,computer application,80.0,Telangana,2012,325,505,565,0.2009,-0.4353,0.925999999999999,0.0622299999999999,0.1864,2,27
1087,310000,technical operations analyst,NOIDA,f,89.0,cbse,2006,78.0,cbse,6038,2,B.Tech/B.E.,computer engineering,73.14,Uttar Pradesh,2011,545,485,544,0.51,0.5008,0.672,-0.43717,0.3444,2,26
1088,450000,software engineer,GURGAON,m,67.7,state board,2007,56.3,state board,14029,2,B.Tech/B.E.,computer science & engineering,81.7,Orissa,2013,360,565,570,-0.0154,-0.2871,-0.1437,-1.6289,-0.6692,2,25
1089,225000,sap consultant,NOIDA,f,84.0,cbse,2008,68.0,cbse,11368,2,B.Tech/B.E.,electronics and communication engineering,60.0,Uttar Pradesh,2012,615,545,515,-1.1128,0.1888,-0.344,1.41363,-1.2354,3,25
1090,280000,software engineer,PUNE,m,79.78,maharashtra sate board,2007,64.0,maharashtra state board,1281,2,B.Tech/B.E.,electronics & telecommunications,56.43,Maharashtra,2011,585,655,625,0.0464,0.8128,0.5269,-0.0552,-0.4455,1,26
1091,520000,senior system engineer,CHENNAI,f,87.0,cbse,2007,89.0,cbse,4042,2,B.Tech/B.E.,information technology,86.4,Tamil Nadu,2011,525,615,615,0.51,-0.5913,-0.7794,-0.8778,-0.4455,4,25
1092,350000,programmer analyst,UNKNOWN,m,88.0,icse,2009,75.0,cbse,2318,2,B.Tech/B.E.,information science engineering,70.0,Karnataka,2013,595,625,585,-0.4463,0.2124,0.3174,-1.3753,-1.0524,1,24
1093,320000,software engineer,NOIDA,m,74.0,state board,2009,73.0,state board,7376,2,B.Tech/B.E.,electronics and communication engineering,65.95,Uttar Pradesh,2015,420,375,430,0.2718,0.3789,1.3933,1.1601,0.8637,0,23
1094,325000,software development engineer,UNKNOWN,m,76.0,cbse,2009,67.0,state board,8421,2,B.Tech/B.E.,electronics and communication engineering,64.0,Karnataka,2013,730,520,590,1.1336,1.3779,1.2396,1.1601,1.0554,2,24
1095,120000,quality assurance test engineer,NOIDA,m,72.0,cbse,2010,59.9,cbse,67,2,B.Tech/B.E.,information technology,63.0,Uttar Pradesh,2014,440,450,395,-0.4463,0.3789,0.6248,1.5404,0.6721,1,23
1096,350000,product engineer,DHANBAD,m,78.0,cbse,2009,55.0,cbse,1890,2,B.Tech/B.E.,mechatronics,74.0,Tamil Nadu,2013,440,485,370,-1.308,-0.6201,-0.9122,-0.8682,-0.8608,2,24
1097,580000,senior software engineer,MUMBAI,f,84.0,cbse,2007,60.0,cbse,5403,2,B.Tech/B.E.,computer engineering,62.1,Rajasthan,2011,404,425,405,0.3555,0.8128,0.5269,0.4148,0.9763,4,26
1098,180000,php developer,DELHI,m,57.0,state board,2010,70.0,state board,16213,2,B.Tech/B.E.,information technology,68.88,Uttar Pradesh,2014,325,350,390,-0.8772,-3.4506,0.9322,1.6672,-1.244,1,22
1099,240000,software engineer,NOIDA,f,87.0,cbse,2009,64.0,cbse,13128,2,B.Tech/B.E.,computer science & engineering,68.0,Delhi,2013,535,580,260,-0.159,0.5454,0.6248,-0.1076,1.247,1,23
1100,120000,php developer,HYDERABAD,m,64.0,state board,2009,65.0,state board,4217,2,B.Tech/B.E.,computer science & engineering,58.0,Telangana,2013,335,420,210,0.4155,-0.6201,0.1637,0.9066,0.6721,1,24
1101,240000,business analyst,NOIDA,m,88.2,cbse,2008,82.0,cbse,5818,2,B.Tech/B.E.,electronics & telecommunications,78.5,Orissa,2012,685,475,505,-0.4173,1.1248,0.672,-0.5253,-0.168999999999999,1,24
1102,120000,.net developer,DELHI,m,49.0,cbse,2007,75.0,"sbte, jharkhand",9738,2,B.Tech/B.E.,information technology,65.0,Uttar Pradesh,2011,525,455,425,1.2828,0.8128,0.672,-1.7004,-0.2875,3,32
1103,310000,software test engineer,BANGALORE,m,91.2,state board,2010,95.2,state board,1141,2,B.Tech/B.E.,electronics and communication engineering,76.2,Andhra Pradesh,2014,580,645,635,0.8463,0.7119,1.8543,-1.1218,0.2889,1,23
1104,345000,programmer analyst,CHENNAI,m,71.0,state board,2008,62.0,state board,1087,2,B.Tech/B.E.,information technology,73.0,Orissa,2013,570,495,595,-0.5899,-0.4536,-0.6048,0.9066,-0.4776,1,25
1105,100000,service coordinator,BANGALORE,m,65.0,ksseb,2006,50.0,pre university board,1436,2,B.Tech/B.E.,mechanical & production engineering,58.0,Karnataka,2011,445,315,385,-0.5719,-1.2153,-1.5051,0.7673,-1.7093,1,26
1106,325000,system administrator,CHENNAI,f,81.3,state board,2010,88.6,state board,11788,2,B.Tech/B.E.,information technology,75.6,Andhra Pradesh,2014,535,530,520,0.5591,1.2114,0.6248,-0.6147,-0.6692,1,22
